Reservoir,Year,Date,Depth,pH,PAR
FCR,2015,2015-03-31 12:00:00,0.1,7.47,
FCR,2015,2015-03-31 12:00:00,0.8,7.14,
FCR,2015,2015-03-31 12:00:00,1.6,7.09,
FCR,2015,2015-03-31 12:00:00,2.8,7.06,
FCR,2015,2015-03-31 12:00:00,3.8,6.96,
FCR,2015,2015-03-31 12:00:00,5,6.88,
FCR,2015,2015-03-31 12:00:00,6.2,6.73,
FCR,2015,2015-03-31 12:00:00,8,6.62,
FCR,2015,2015-03-31 12:00:00,9,6.44,
FCR,2015,2015-04-07 12:00:00,0.1,7.93,
FCR,2015,2015-04-07 12:00:00,0.8,7.18,
FCR,2015,2015-04-07 12:00:00,1.6,7.06,
FCR,2015,2015-04-07 12:00:00,2.8,6.97,
FCR,2015,2015-04-07 12:00:00,3.8,6.82,
FCR,2015,2015-04-07 12:00:00,5,6.78,
FCR,2015,2015-04-07 12:00:00,6.2,6.49,
FCR,2015,2015-04-07 12:00:00,8,6.35,
FCR,2015,2015-04-07 12:00:00,9,6.17,
FCR,2015,2015-04-13 12:00:00,0.1,6.82,
FCR,2015,2015-04-13 12:00:00,0.8,6.84,
FCR,2015,2015-04-13 12:00:00,1.6,6.8,
FCR,2015,2015-04-13 12:00:00,2.8,6.8,
FCR,2015,2015-04-13 12:00:00,3.8,6.75,
FCR,2015,2015-04-13 12:00:00,5,6.6,
FCR,2015,2015-04-13 12:00:00,6.2,6.5,
FCR,2015,2015-04-13 12:00:00,8,6.31,
FCR,2015,2015-04-13 12:00:00,9,6.95,
FCR,2015,2015-04-21 12:00:00,0.1,7.57,
FCR,2015,2015-04-21 12:00:00,0.8,7.52,
FCR,2015,2015-04-21 12:00:00,1.6,7.43,
FCR,2015,2015-04-21 12:00:00,2.8,7.41,
FCR,2015,2015-04-21 12:00:00,3.8,7.37,
FCR,2015,2015-04-21 12:00:00,5,7.16,
FCR,2015,2015-04-21 12:00:00,6.2,7,
FCR,2015,2015-04-21 12:00:00,8,6.75,
FCR,2015,2015-04-21 12:00:00,9,6.61,
FCR,2015,2015-04-28 12:00:00,0.1,6.89,
FCR,2015,2015-04-28 12:00:00,1.6,6.71,
FCR,2015,2015-04-28 12:00:00,3.8,6.66,
FCR,2015,2015-04-28 12:00:00,5,6.49,
FCR,2015,2015-04-28 12:00:00,6.2,6.34,
FCR,2015,2015-04-28 12:00:00,8,6.3,
FCR,2015,2015-04-28 12:00:00,9,6.15,
FCR,2015,2015-05-05 12:00:00,0.1,,
FCR,2015,2015-05-05 12:00:00,1.6,6.78,
FCR,2015,2015-05-05 12:00:00,3.8,6.67,
FCR,2015,2015-05-05 12:00:00,5,,
FCR,2015,2015-05-05 12:00:00,6.2,6.32,
FCR,2015,2015-05-05 12:00:00,8,6.24,
FCR,2015,2015-05-05 12:00:00,9,6.17,
FCR,2015,2015-05-11 12:00:00,-0.1,,139.5
FCR,2015,2015-05-11 12:00:00,0.1,7.06,103
FCR,2015,2015-05-11 12:00:00,0.8,6.98,
FCR,2015,2015-05-11 12:00:00,1,,64
FCR,2015,2015-05-11 12:00:00,1.6,6.96,
FCR,2015,2015-05-11 12:00:00,2,,72
FCR,2015,2015-05-11 12:00:00,2.8,6.77,
FCR,2015,2015-05-11 12:00:00,3,,47
FCR,2015,2015-05-11 12:00:00,3.8,6.75,
FCR,2015,2015-05-11 12:00:00,4,,22.1
FCR,2015,2015-05-11 12:00:00,5,6.55,13.2
FCR,2015,2015-05-11 12:00:00,5,,
FCR,2015,2015-05-11 12:00:00,6,,0.59
FCR,2015,2015-05-11 12:00:00,6.2,6.24,
FCR,2015,2015-05-11 12:00:00,7,,1.53
FCR,2015,2015-05-11 12:00:00,8,6.16,0.48
FCR,2015,2015-05-11 12:00:00,8,,
FCR,2015,2015-05-11 12:00:00,9,6.1,0.09
FCR,2015,2015-05-11 12:00:00,9,,
FCR,2015,2015-05-18 12:00:00,-0.1,,2160
FCR,2015,2015-05-18 12:00:00,0.1,6.89,1500
FCR,2015,2015-05-18 12:00:00,0.1,,
FCR,2015,2015-05-18 12:00:00,0.8,6.89,
FCR,2015,2015-05-18 12:00:00,1,,650
FCR,2015,2015-05-18 12:00:00,1.6,6.95,
FCR,2015,2015-05-18 12:00:00,2,,360
FCR,2015,2015-05-18 12:00:00,2.8,6.71,
FCR,2015,2015-05-18 12:00:00,3,,190
FCR,2015,2015-05-18 12:00:00,3.8,6.71,
FCR,2015,2015-05-18 12:00:00,4,,92
FCR,2015,2015-05-18 12:00:00,5,6.44,36
FCR,2015,2015-05-18 12:00:00,6,,8.3
FCR,2015,2015-05-18 12:00:00,6.2,6.22,
FCR,2015,2015-05-18 12:00:00,7,,2.08
FCR,2015,2015-05-18 12:00:00,8,6.13,0.41
FCR,2015,2015-05-18 12:00:00,9,6.06,0.047
FCR,2015,2015-05-21 12:00:00,-0.1,,2580
FCR,2015,2015-05-21 12:00:00,0.1,,200
FCR,2015,2015-05-21 12:00:00,1,,740
FCR,2015,2015-05-21 12:00:00,2,,320
FCR,2015,2015-05-21 12:00:00,3,,185
FCR,2015,2015-05-21 12:00:00,4,,71
FCR,2015,2015-05-21 12:00:00,5,,23.3
FCR,2015,2015-05-21 12:00:00,6,,5.4
FCR,2015,2015-05-21 12:00:00,7,,1.2
FCR,2015,2015-05-21 12:00:00,8,,0.25
FCR,2015,2015-05-21 12:00:00,9,,0.05
FCR,2015,2015-05-25 12:00:00,0.1,6.85,
FCR,2015,2015-05-25 12:00:00,0.8,6.78,
FCR,2015,2015-05-25 12:00:00,1.6,6.83,
FCR,2015,2015-05-25 12:00:00,2.8,6.88,
FCR,2015,2015-05-25 12:00:00,3.8,6.79,
FCR,2015,2015-05-25 12:00:00,5,6.36,
FCR,2015,2015-05-25 12:00:00,6.2,6.03,
FCR,2015,2015-05-25 12:00:00,8,5.86,
FCR,2015,2015-05-25 12:00:00,9,5.81,
FCR,2015,2015-06-01 12:00:00,-0.1,,256
FCR,2015,2015-06-01 12:00:00,0.1,7.25,193
FCR,2015,2015-06-01 12:00:00,0.1,,
FCR,2015,2015-06-01 12:00:00,0.8,7.3,
FCR,2015,2015-06-01 12:00:00,1,,80
FCR,2015,2015-06-01 12:00:00,1.6,7.32,
FCR,2015,2015-06-01 12:00:00,2,,51
FCR,2015,2015-06-01 12:00:00,2.8,7.37,
FCR,2015,2015-06-01 12:00:00,3,,29
FCR,2015,2015-06-01 12:00:00,3.8,7.29,
FCR,2015,2015-06-01 12:00:00,4,,24
FCR,2015,2015-06-01 12:00:00,5,6.65,8.9
FCR,2015,2015-06-01 12:00:00,5,,
FCR,2015,2015-06-01 12:00:00,6,,5.1
FCR,2015,2015-06-01 12:00:00,6.2,6.35,
FCR,2015,2015-06-01 12:00:00,7,,2.04
FCR,2015,2015-06-01 12:00:00,8,6.21,0.4
FCR,2015,2015-06-01 12:00:00,8,,
FCR,2015,2015-06-01 12:00:00,9,6.11,0.08
FCR,2015,2015-06-01 12:00:00,9,,
FCR,2015,2015-06-08 12:00:00,-0.1,,587.8
FCR,2015,2015-06-08 12:00:00,0.1,7.9,360.6
FCR,2015,2015-06-08 12:00:00,0.1,,
FCR,2015,2015-06-08 12:00:00,1,,147.1
FCR,2015,2015-06-08 12:00:00,1.6,6.79,
FCR,2015,2015-06-08 12:00:00,2,,58.66
FCR,2015,2015-06-08 12:00:00,3,,55.73
FCR,2015,2015-06-08 12:00:00,3.8,6.69,
FCR,2015,2015-06-08 12:00:00,4,,46.19
FCR,2015,2015-06-08 12:00:00,5,6.59,10.71
FCR,2015,2015-06-08 12:00:00,5,,
FCR,2015,2015-06-08 12:00:00,6,,2.063
FCR,2015,2015-06-08 12:00:00,6.2,6.42,
FCR,2015,2015-06-08 12:00:00,7,,0.4711
FCR,2015,2015-06-08 12:00:00,8,6.2,0.1105
FCR,2015,2015-06-08 12:00:00,8,,
FCR,2015,2015-06-08 12:00:00,9,6.25,0.0255
FCR,2015,2015-06-08 12:00:00,9,,
FCR,2015,2015-06-15 12:00:00,-0.1,,900
FCR,2015,2015-06-15 12:00:00,0.1,7,230
FCR,2015,2015-06-15 12:00:00,0.1,,
FCR,2015,2015-06-15 12:00:00,1,,148
FCR,2015,2015-06-15 12:00:00,1.6,6.8,
FCR,2015,2015-06-15 12:00:00,2,,152
FCR,2015,2015-06-15 12:00:00,3,,114
FCR,2015,2015-06-15 12:00:00,3.8,6.66,
FCR,2015,2015-06-15 12:00:00,4,,66
FCR,2015,2015-06-15 12:00:00,5,6.11,12
FCR,2015,2015-06-15 12:00:00,5,,
FCR,2015,2015-06-15 12:00:00,6,,2.08
FCR,2015,2015-06-15 12:00:00,6.2,5.96,
FCR,2015,2015-06-15 12:00:00,7,,0.6
FCR,2015,2015-06-15 12:00:00,8,5.88,0.187
FCR,2015,2015-06-15 12:00:00,8,,
FCR,2015,2015-06-15 12:00:00,9,6.91,0.062
FCR,2015,2015-06-15 12:00:00,9,,
FCR,2015,2015-06-22 12:00:00,-0.1,,262
FCR,2015,2015-06-22 12:00:00,0.1,7.1,375
FCR,2015,2015-06-22 12:00:00,0.1,,
FCR,2015,2015-06-22 12:00:00,1,,155
FCR,2015,2015-06-22 12:00:00,1.6,7.11,
FCR,2015,2015-06-22 12:00:00,2,,69
FCR,2015,2015-06-22 12:00:00,3,,70
FCR,2015,2015-06-22 12:00:00,3.8,7.69,
FCR,2015,2015-06-22 12:00:00,4,,35
FCR,2015,2015-06-22 12:00:00,5,6.99,5.5
FCR,2015,2015-06-22 12:00:00,5,,
FCR,2015,2015-06-22 12:00:00,6,,0.72
FCR,2015,2015-06-22 12:00:00,6.2,6.19,
FCR,2015,2015-06-22 12:00:00,7,,0.29
FCR,2015,2015-06-22 12:00:00,8,5.91,0.034
FCR,2015,2015-06-22 12:00:00,8,,
FCR,2015,2015-06-22 12:00:00,9,5.78,0.014
FCR,2015,2015-06-22 12:00:00,9,,
FCR,2015,2015-06-29 12:00:00,-0.1,,1784
FCR,2015,2015-06-29 12:00:00,0.1,7.29,1041
FCR,2015,2015-06-29 12:00:00,0.1,,
FCR,2015,2015-06-29 12:00:00,1,,557.7
FCR,2015,2015-06-29 12:00:00,1.6,7.22,
FCR,2015,2015-06-29 12:00:00,2,,252.9
FCR,2015,2015-06-29 12:00:00,3,,114.5
FCR,2015,2015-06-29 12:00:00,3.8,7.05,
FCR,2015,2015-06-29 12:00:00,4,,20.2
FCR,2015,2015-06-29 12:00:00,5,6.53,5.94
FCR,2015,2015-06-29 12:00:00,5,,
FCR,2015,2015-06-29 12:00:00,6,,0.939
FCR,2015,2015-06-29 12:00:00,6.2,6.32,
FCR,2015,2015-06-29 12:00:00,7,,0.131
FCR,2015,2015-06-29 12:00:00,8,6.07,0.018
FCR,2015,2015-06-29 12:00:00,8,,
FCR,2015,2015-06-29 12:00:00,9,5.74,0.004
FCR,2015,2015-06-29 12:00:00,9,,
FCR,2015,2015-07-06 12:00:00,0.1,,
FCR,2015,2015-07-06 12:00:00,1.6,,
FCR,2015,2015-07-06 12:00:00,3.8,,
FCR,2015,2015-07-06 12:00:00,5,,
FCR,2015,2015-07-06 12:00:00,6.2,,
FCR,2015,2015-07-06 12:00:00,8,,
FCR,2015,2015-07-06 12:00:00,9,,
FCR,2015,2015-07-13 12:00:00,0.1,8.74,
FCR,2015,2015-07-13 12:00:00,1.6,8.84,
FCR,2015,2015-07-13 12:00:00,3.8,7.95,
FCR,2015,2015-07-13 12:00:00,5,7.02,
FCR,2015,2015-07-13 12:00:00,6.2,6.63,
FCR,2015,2015-07-13 12:00:00,8,6.21,
FCR,2015,2015-07-13 12:00:00,9,6.05,
FCR,2015,2015-07-20 12:00:00,-0.1,,936.6
FCR,2015,2015-07-20 12:00:00,0.1,7.16,840
FCR,2015,2015-07-20 12:00:00,0.1,,
FCR,2015,2015-07-20 12:00:00,1,,407.1
FCR,2015,2015-07-20 12:00:00,1.6,7.66,
FCR,2015,2015-07-20 12:00:00,2,,204.3
FCR,2015,2015-07-20 12:00:00,3,,90.29
FCR,2015,2015-07-20 12:00:00,3.8,7.34,
FCR,2015,2015-07-20 12:00:00,4,,33.95
FCR,2015,2015-07-20 12:00:00,5,6.3,14.06
FCR,2015,2015-07-20 12:00:00,5,,
FCR,2015,2015-07-20 12:00:00,6,,1.602
FCR,2015,2015-07-20 12:00:00,6.2,6.13,
FCR,2015,2015-07-20 12:00:00,7,,0.2347
FCR,2015,2015-07-20 12:00:00,8,5.87,0.03742
FCR,2015,2015-07-20 12:00:00,8,,
FCR,2015,2015-07-20 12:00:00,9,5.78,0.006803
FCR,2015,2015-07-20 12:00:00,9,,
FCR,2015,2015-07-27 12:00:00,0.1,7.49,
FCR,2015,2015-07-27 12:00:00,1.6,7.68,
FCR,2015,2015-07-27 12:00:00,3.8,7.12,
FCR,2015,2015-07-27 12:00:00,5,6.3,
FCR,2015,2015-07-27 12:00:00,6.2,6.12,
FCR,2015,2015-07-27 12:00:00,8,5.79,
FCR,2015,2015-07-27 12:00:00,9,6.22,
FCR,2015,2015-08-03 12:00:00,-0.1,,2286
FCR,2015,2015-08-03 12:00:00,0.1,7.15,1300
FCR,2015,2015-08-03 12:00:00,0.1,,
FCR,2015,2015-08-03 12:00:00,1,,750
FCR,2015,2015-08-03 12:00:00,1.6,7.33,
FCR,2015,2015-08-03 12:00:00,2,,355
FCR,2015,2015-08-03 12:00:00,3,,161.5
FCR,2015,2015-08-03 12:00:00,3.8,7.29,
FCR,2015,2015-08-03 12:00:00,4,,57.8
FCR,2015,2015-08-03 12:00:00,5,6.29,15.32
FCR,2015,2015-08-03 12:00:00,5,,
FCR,2015,2015-08-03 12:00:00,6,,1.52
FCR,2015,2015-08-03 12:00:00,6.2,6.2,
FCR,2015,2015-08-03 12:00:00,7,,0.2381
FCR,2015,2015-08-03 12:00:00,8,5.58,0.0408
FCR,2015,2015-08-03 12:00:00,8,,
FCR,2015,2015-08-03 12:00:00,9,,0.006807
FCR,2015,2015-08-03 12:00:00,9,,
FCR,2015,2015-08-10 12:00:00,0.1,,
FCR,2015,2015-08-10 12:00:00,1.6,,
FCR,2015,2015-08-10 12:00:00,3.8,,
FCR,2015,2015-08-10 12:00:00,5,,
FCR,2015,2015-08-10 12:00:00,6.2,,
FCR,2015,2015-08-10 12:00:00,8,,
FCR,2015,2015-08-10 12:00:00,9,,
FCR,2015,2015-08-17 12:00:00,0.1,7.64,
FCR,2015,2015-08-17 12:00:00,1.6,7.82,
FCR,2015,2015-08-17 12:00:00,3.8,7.52,
FCR,2015,2015-08-17 12:00:00,5,6.56,
FCR,2015,2015-08-17 12:00:00,6.2,6.33,
FCR,2015,2015-08-17 12:00:00,8,5.96,
FCR,2015,2015-08-17 12:00:00,9,5.78,
FCR,2015,2015-08-24 12:00:00,0.1,,
FCR,2015,2015-08-24 12:00:00,1.6,,
FCR,2015,2015-08-24 12:00:00,3.8,,
FCR,2015,2015-08-24 12:00:00,5,,
FCR,2015,2015-08-24 12:00:00,6.2,,
FCR,2015,2015-08-24 12:00:00,8,,
FCR,2015,2015-08-24 12:00:00,9,,
FCR,2015,2015-08-31 12:00:00,-0.1,,342
FCR,2015,2015-08-31 12:00:00,0.1,7.76,208
FCR,2015,2015-08-31 12:00:00,0.1,,
FCR,2015,2015-08-31 12:00:00,0.8,8.04,
FCR,2015,2015-08-31 12:00:00,1,,70
FCR,2015,2015-08-31 12:00:00,1.6,8.15,
FCR,2015,2015-08-31 12:00:00,2,,27
FCR,2015,2015-08-31 12:00:00,2.8,7.98,
FCR,2015,2015-08-31 12:00:00,3,,9.2
FCR,2015,2015-08-31 12:00:00,3.8,7.43,
FCR,2015,2015-08-31 12:00:00,4,,2.1
FCR,2015,2015-08-31 12:00:00,5,6.66,0.09
FCR,2015,2015-08-31 12:00:00,5,,
FCR,2015,2015-08-31 12:00:00,6,,0.01
FCR,2015,2015-08-31 12:00:00,6.2,6.17,
FCR,2015,2015-08-31 12:00:00,7,,0.002
FCR,2015,2015-08-31 12:00:00,8,5.8,0
FCR,2015,2015-08-31 12:00:00,8,,
FCR,2015,2015-08-31 12:00:00,9,5.75,0
FCR,2015,2015-08-31 12:00:00,9,,
FCR,2015,2015-09-14 12:00:00,-0.1,,1169
FCR,2015,2015-09-14 12:00:00,0.1,6.97,748
FCR,2015,2015-09-14 12:00:00,0.1,,
FCR,2015,2015-09-14 12:00:00,1,6.91,135.4
FCR,2015,2015-09-14 12:00:00,1,,
FCR,2015,2015-09-14 12:00:00,2,6.92,27.2
FCR,2015,2015-09-14 12:00:00,2,,
FCR,2015,2015-09-14 12:00:00,3,6.83,5.5
FCR,2015,2015-09-14 12:00:00,3,,
FCR,2015,2015-09-14 12:00:00,4,6.89,1.6
FCR,2015,2015-09-14 12:00:00,4,,
FCR,2015,2015-09-14 12:00:00,5,6.08,0.09
FCR,2015,2015-09-14 12:00:00,5,,
FCR,2015,2015-09-14 12:00:00,6,6.23,0.01
FCR,2015,2015-09-14 12:00:00,6,,
FCR,2015,2015-09-14 12:00:00,7,6.05,0
FCR,2015,2015-09-14 12:00:00,7,,
FCR,2015,2015-09-14 12:00:00,8,5.96,0
FCR,2015,2015-09-14 12:00:00,8,,
FCR,2015,2015-09-14 12:00:00,9,5.91,0
FCR,2015,2015-09-14 12:00:00,9,,
FCR,2015,2015-09-21 12:00:00,0.1,6.77,40.3
FCR,2015,2015-09-21 12:00:00,0.1,,
FCR,2015,2015-09-21 12:00:00,1,6.88,13.7
FCR,2015,2015-09-21 12:00:00,1,,
FCR,2015,2015-09-21 12:00:00,2,6.98,6.9
FCR,2015,2015-09-21 12:00:00,2,,
FCR,2015,2015-09-21 12:00:00,3,6.99,2.8
FCR,2015,2015-09-21 12:00:00,3,,
FCR,2015,2015-09-21 12:00:00,4,7,1
FCR,2015,2015-09-21 12:00:00,4,,
FCR,2015,2015-09-21 12:00:00,5,6.45,0.3
FCR,2015,2015-09-21 12:00:00,5,,
FCR,2015,2015-09-21 12:00:00,6,6.28,0.02
FCR,2015,2015-09-21 12:00:00,6,,
FCR,2015,2015-09-21 12:00:00,7,6,0
FCR,2015,2015-09-21 12:00:00,7,,
FCR,2015,2015-09-21 12:00:00,8,5.94,0
FCR,2015,2015-09-21 12:00:00,8,,
FCR,2015,2015-09-21 12:00:00,9,5.85,0
FCR,2015,2015-09-21 12:00:00,9,,
FCR,2015,2015-09-28 12:00:00,-0.1,,158
FCR,2015,2015-09-28 12:00:00,0.1,6.41,103
FCR,2015,2015-09-28 12:00:00,0.1,,
FCR,2015,2015-09-28 12:00:00,1,,23.09
FCR,2015,2015-09-28 12:00:00,1.6,6.5,
FCR,2015,2015-09-28 12:00:00,2,,7.69
FCR,2015,2015-09-28 12:00:00,3,,2.46
FCR,2015,2015-09-28 12:00:00,3.8,6.49,
FCR,2015,2015-09-28 12:00:00,4,,0.717
FCR,2015,2015-09-28 12:00:00,5,6.39,0.117
FCR,2015,2015-09-28 12:00:00,5,,
FCR,2015,2015-09-28 12:00:00,6,,0.012
FCR,2015,2015-09-28 12:00:00,6.2,6.2,
FCR,2015,2015-09-28 12:00:00,7,,0.024
FCR,2015,2015-09-28 12:00:00,8,5.75,0
FCR,2015,2015-09-28 12:00:00,8,,
FCR,2015,2015-09-28 12:00:00,9,5.7,0
FCR,2015,2015-09-28 12:00:00,9,,
FCR,2015,2015-10-19 12:00:00,-0.1,,1398
FCR,2015,2015-10-19 12:00:00,0.1,,641
FCR,2015,2015-10-19 12:00:00,1,,201.9
FCR,2015,2015-10-19 12:00:00,2,,70.1
FCR,2015,2015-10-19 12:00:00,3,,31.5
FCR,2015,2015-10-19 12:00:00,4,,12.1
FCR,2015,2015-10-19 12:00:00,5,,4.9
FCR,2015,2015-10-19 12:00:00,6,,2
FCR,2015,2015-10-19 12:00:00,7,,0.8
FCR,2015,2015-10-19 12:00:00,8,,0.3
FCR,2015,2015-10-19 12:00:00,9,,0.07
FCR,2015,2015-11-09 12:00:00,-0.1,,111
FCR,2015,2015-11-09 12:00:00,0.1,,71
FCR,2015,2015-11-09 12:00:00,1,,27.5
FCR,2015,2015-11-09 12:00:00,2,,11.3
FCR,2015,2015-11-09 12:00:00,3,,4.6
FCR,2015,2015-11-09 12:00:00,4,,1.8
FCR,2015,2015-11-09 12:00:00,5,,0.7
FCR,2015,2015-11-09 12:00:00,6,,0.3
FCR,2015,2015-11-09 12:00:00,7,,0.09
FCR,2015,2015-11-09 12:00:00,8,,0.03
FCR,2015,2015-11-09 12:00:00,9,,0.01
FCR,2015,2015-12-07 12:00:00,-0.1,,333.6
FCR,2015,2015-12-07 12:00:00,0.1,,207.8
FCR,2015,2015-12-07 12:00:00,1,,79
FCR,2015,2015-12-07 12:00:00,2,,31.7
FCR,2015,2015-12-07 12:00:00,3,,12.9
FCR,2015,2015-12-07 12:00:00,4,,5.1
FCR,2015,2015-12-07 12:00:00,5,,2
FCR,2015,2015-12-07 12:00:00,6,,0.9
FCR,2015,2015-12-07 12:00:00,7,,0.4
FCR,2015,2015-12-07 12:00:00,8,,0.15
FCR,2015,2015-12-07 12:00:00,9,,0.06
