Reservoir,Site,Year,Date,Depth,PAR,YSI_TEMP_C,YSI_DO_mgL,YSI_PSAT,pH,YSI_COND_uScm,YSI_ORP_mV,Notes
FCR,100,2017,2017-02-06 09:30:00,0.1,,4.4,12.85,105.1,6.89,30,202.1,
FCR,100,2017,2017-02-27 09:50:00,0.1,,6.7,11.56,99.7,6.88,31.8,225.3,partly cloudy; sunny; chilly
FCR,100,2017,2017-03-13 11:50:00,0.1,,3.9,12.1,96.9,7.03,31.6,188.5,
FCR,100,2017,2017-03-13 15:11:00,0.1,,6.5,11.3,96.3,7.14,31.8,86.2,
FCR,100,2017,2017-03-27 11:00:00,0.1,,12.4,10,99.1,,,,
FCR,100,2017,2017-04-10 11:45:00,0.1,,14.1,9.58,98.17,,,,
FCR,100,2017,2017-04-17 10:04:00,0.1,,16.4,9.51,102.8,,,,
FCR,100,2017,2017-05-01 12:00:00,0.1,,18.9,8.46,96.6,,,,
FCR,100,2017,2017-05-08 09:39:00,0.1,,14.7,9.06,94.7,6.19,21.1,211.1,
FCR,100,2017,2017-05-15 11:07:00,0.1,,16.8,8.74,95.9,,,,
FCR,100,2017,2017-05-22 09:35:00,0.1,,18.7,8.39,90.6,,,,
FCR,100,2017,2017-05-29 10:00:00,0.1,,20.3,8.63,101.2,,,,
FCR,100,2017,2017-06-05 12:00:00,0.1,,19.7,8.32,97.1,,,,rainy
FCR,100,2017,2017-06-12 13:00:00,0.1,,21.1,8.46,100.2,,,,
FCR,100,2017,2017-06-19 12:00:00,0.1,,22.4,7.74,95.02,,,,
FCR,100,2017,2017-06-26 11:00:00,0.1,,17,9.27,101.2,,,,
FCR,100,2017,2017-07-05 12:00:00,0.1,,18.7,8.58,97,,,,raining 
FCR,100,2017,2017-07-10 11:00:00,0.1,,18.7,8.12,91.4,,,,
FCR,100,2017,2017-07-17 12:00:00,0.1,,19.91,8.67,100.5,,,,
FCR,100,2017,2017-07-24 12:00:00,0.1,,20.7,8.56,101.3,,,,
FCR,100,2017,2017-07-31 12:00:00,0.1,,18.8,8.41,95.6,,,,
FCR,100,2017,2017-08-07 12:00:00,0.1,,18.8,8.77,99.5,,,,
FCR,100,2017,2017-08-14 12:00:00,0.1,,19,8.5,97.2,,,,
FCR,100,2017,2017-08-21 12:00:00,0.1,,21.3,8.31,98.7,,,,
FCR,100,2017,2017-08-28 12:00:00,0.1,,17.5,9.2,101.7,,,,
FCR,100,2017,2017-09-04 12:00:00,0.1,,16.5,9.1,98.5,,,,
FCR,100,2017,2017-09-11 12:00:00,0.1,,13.9,10,101.6,,,,
FCR,100,2017,2017-09-18 12:00:00,0.1,,18.4,8.69,98,,,,
FCR,100,2017,2017-09-25 12:00:00,0.1,,19.2,8.2,93.6,,,,
FCR,100,2017,2017-10-02 12:00:00,0.1,,13.7,9.67,97.6,,,,
FCR,100,2017,2017-10-09 12:00:00,0.1,,20.7,7.92,93.6,,,,
FCR,100,2017,2017-10-16 12:00:00,0.1,,14.5,9.2,95.3,,,,
FCR,100,2017,2017-10-23 12:00:00,0.1,,15.2,9.04,96,,,,
FCR,100,2017,2017-10-30 12:00:00,0.1,,9,10.38,95.1,,,,
FCR,100,2017,2017-11-06 12:00:00,0.1,,14.3,9.15,94.8,,,,
FCR,100,2017,2017-12-11 12:00:00,0.1,,4.1,12.74,96,,,,
FCR,50,2017,2017-02-06 09:30:00,0.1,133,4.5,12.51,102,6.8,34.4,190.5,
FCR,50,2017,2017-02-06 09:30:00,0.8,74.3,4.2,12.58,101.7,6.72,34.3,192.9,
FCR,50,2017,2017-02-06 09:30:00,1.6,37.8,4.1,12.6,101.6,6.74,34.3,193.5,
FCR,50,2017,2017-02-06 09:30:00,2.8,12.7,4.1,12.57,101.2,6.73,34.4,195.2,
FCR,50,2017,2017-02-06 09:30:00,3.8,4.8,4.1,12.56,101,6.74,34.3,195.1,
FCR,50,2017,2017-02-06 09:30:00,5,1.5,4.1,12.52,100.6,6.78,34.3,195,
FCR,50,2017,2017-02-06 09:30:00,6.2,0.6,4.1,12.51,101,6.76,34.3,196,
FCR,50,2017,2017-02-06 09:30:00,8,0.1,4.1,12.5,100.2,6.79,34.3,196,
FCR,50,2017,2017-02-06 09:30:00,9,0.05,4.1,12.53,100.7,6.78,34.3,197.7,
FCR,50,2017,2017-02-06 09:30:00,999,,4.4,12.85,105.1,6.89,30,202.1,
FCR,50,2017,2017-02-27 09:50:00,0.1,184.7,8.9,11.41,103.8,6.75,34.7,218,mostly overcast
FCR,50,2017,2017-02-27 09:50:00,0.8,82.64,8.9,11.52,103.7,6.8,34.7,217.5,
FCR,50,2017,2017-02-27 09:50:00,1.6,42.1,8.8,11.53,103.3,6.87,34.9,215.7,
FCR,50,2017,2017-02-27 09:50:00,2.8,15.8,8.2,11.7,104.3,6.87,34.8,217,
FCR,50,2017,2017-02-27 09:50:00,3.8,7.01,7.4,11.64,101,6.92,34.5,216.7,
FCR,50,2017,2017-02-27 09:50:00,5,2.78,7.1,11.25,97.6,6.92,34.4,217.3,
FCR,50,2017,2017-02-27 09:50:00,6.2,1.07,6.9,10.78,92.5,6.91,34.6,218.5,
FCR,50,2017,2017-02-27 09:50:00,8,0.26,6.6,10.46,88.9,6.89,34.5,220.1,
FCR,50,2017,2017-02-27 09:50:00,9,0.12,6.5,10.12,85.7,6.89,34.3,219.6,
FCR,50,2017,2017-02-27 09:50:00,999,,6.7,11.56,99.7,6.88,31.8,225.3,partly cloudy; sunny; chilly
FCR,50,2017,2017-03-13 11:00:00,0.1,191.9,8.1,10.88,96.2,7.15,35.1,200,mostly cloudy
FCR,50,2017,2017-03-13 11:00:00,0.8,89.4,,,,,,,
FCR,50,2017,2017-03-13 11:00:00,1.6,42.8,8.1,10.66,94.8,7.1,35.3,201.8,
FCR,50,2017,2017-03-13 11:00:00,2.8,17.6,,,,,,,
FCR,50,2017,2017-03-13 11:00:00,3.8,7.1,8,10.52,93.5,7.12,35.6,202,
FCR,50,2017,2017-03-13 11:00:00,5,3.85,7.9,10.49,92.6,7.11,35.1,202.9,
FCR,50,2017,2017-03-13 11:00:00,6.2,1.28,7.8,10.35,91.2,7.11,35.3,203.7,
FCR,50,2017,2017-03-13 11:00:00,8,0.329,7.6,10,88,7.07,35.4,206.3,
FCR,50,2017,2017-03-13 11:00:00,9,0.169,7.5,9.8,86.2,7.04,35.9,207.4,
FCR,50,2017,2017-03-13 11:50:00,999,,3.9,12.1,96.9,7.03,31.6,188.5,
FCR,50,2017,2017-03-13 15:11:00,999,,6.5,11.3,96.3,7.14,31.8,86.2,
FCR,50,2017,2017-03-27 11:00:00,999,,12.4,10,99.1,,,,
FCR,50,2017,2017-03-27 12:00:00,0.1,601.1,12.6,11.2,111,,,,
FCR,50,2017,2017-03-27 12:00:00,0.8,236.5,11.8,11.4,111,,,,
FCR,50,2017,2017-03-27 12:00:00,1.6,119.9,11.3,11.52,111,,,,
FCR,50,2017,2017-03-27 12:00:00,2.8,39.24,9.6,11.7,108.8,,,,
FCR,50,2017,2017-03-27 12:00:00,3.8,14.44,8.7,11.6,105.3,,,,
FCR,50,2017,2017-03-27 12:00:00,5,4.62,8.2,11.09,99.4,,,,
FCR,50,2017,2017-03-27 12:00:00,6.2,1.75,7.8,10.87,96.9,,,,
FCR,50,2017,2017-03-27 12:00:00,8,0.4855,5.1,10.5,91.5,,,,
FCR,50,2017,2017-03-27 12:00:00,9,0.1625,6.8,10.36,85.7,,,,
FCR,50,2017,2017-04-10 11:45:00,0.1,201,13.7,9.87,100.2,,,,
FCR,50,2017,2017-04-10 11:45:00,0.8,110,13.1,9.91,99.4,,,,
FCR,50,2017,2017-04-10 11:45:00,1.6,61.3,12.7,9.99,99,,,,
FCR,50,2017,2017-04-10 11:45:00,2.8,28.1,11.7,10,96.7,,,,
FCR,50,2017,2017-04-10 11:45:00,3.8,11.7,11,9.72,92.1,,,,
FCR,50,2017,2017-04-10 11:45:00,5,4.45,9.5,9.54,87.5,,,,
FCR,50,2017,2017-04-10 11:45:00,6.2,1.86,8.5,9.19,82.3,,,,
FCR,50,2017,2017-04-10 11:45:00,8,0.432,8.1,8.97,79.8,,,,
FCR,50,2017,2017-04-10 11:45:00,9,0.186,7.8,8.35,73.7,,,,
FCR,50,2017,2017-04-10 11:45:00,999,,14.1,9.58,98.17,,,,
FCR,50,2017,2017-04-17 10:04:00,0.1,698,19.7,8.99,104,,,,
FCR,50,2017,2017-04-17 10:04:00,0.8,312,,,,,,,
FCR,50,2017,2017-04-17 10:04:00,1.6,140,17.3,10.03,109.7,,,,
FCR,50,2017,2017-04-17 10:04:00,2.8,28.1,,,,,,,
FCR,50,2017,2017-04-17 10:04:00,3.8,8.48,12,10.06,98.2,,,,
FCR,50,2017,2017-04-17 10:04:00,5,2.58,10.3,9.58,90.5,,,,
FCR,50,2017,2017-04-17 10:04:00,6.2,1.37,8.9,8.45,77.2,,,,
FCR,50,2017,2017-04-17 10:04:00,8,0.321,8.3,7.7,69,,,,
FCR,50,2017,2017-04-17 10:04:00,9,0.06,8.1,7.7,69,,,,
FCR,50,2017,2017-04-17 10:04:00,10,,7.9,7.02,62,,,,
FCR,50,2017,2017-04-17 10:04:00,999,,16.4,9.51,102.8,,,,
FCR,50,2017,2017-04-24 11:22:00,0.1,73.79,,,,,,,
FCR,50,2017,2017-04-24 11:22:00,0.8,36.01,,,,,,,
FCR,50,2017,2017-04-24 11:22:00,1.6,20.27,,,,,,,
FCR,50,2017,2017-04-24 11:22:00,2.8,7.393,,,,,,,
FCR,50,2017,2017-04-24 11:22:00,3.8,2.421,,,,,,,
FCR,50,2017,2017-04-24 11:22:00,5,0.8783,,,,,,,
FCR,50,2017,2017-04-24 11:22:00,6.2,0.2718,,,,,,,
FCR,50,2017,2017-04-24 11:22:00,8,0.0553,,,,,,,
FCR,50,2017,2017-04-24 11:22:00,9,0.0248,,,,,,,
FCR,50,2017,2017-05-01 12:00:00,0.1,17.64,20.4,8.08,85.2,6.91,36.1,152.7,cloudy/rainy
FCR,50,2017,2017-05-01 12:00:00,0.8,8.27,,,,,,,
FCR,50,2017,2017-05-01 12:00:00,1.6,3.72,17.5,9.6,93.9,6.94,36.7,152.7,
FCR,50,2017,2017-05-01 12:00:00,2.8,0.397,,,,,,,
FCR,50,2017,2017-05-01 12:00:00,3.8,0.397,11.8,8.67,86.1,6.92,36.9,157.5,
FCR,50,2017,2017-05-01 12:00:00,5,0.0752,9.4,9.66,90.6,6.78,36.7,164.6,
FCR,50,2017,2017-05-01 12:00:00,6.2,0.0305,9.3,9.95,92.6,6.69,36.7,169.1,
FCR,50,2017,2017-05-01 12:00:00,8,0.0162,9.3,9.95,92.1,6.66,36.8,168.3,
FCR,50,2017,2017-05-01 12:00:00,9,0.0066,9.3,9.95,91.7,6.61,36.9,170.9,
FCR,50,2017,2017-05-01 12:00:00,999,,18.9,8.46,96.6,,,,
FCR,50,2017,2017-05-08 09:39:00,0.1,352,15.2,8.6,91.1,6.47,34,192.5,
FCR,50,2017,2017-05-08 09:39:00,0.8,100,15,8.57,90.6,6.54,34.1,188.5,
FCR,50,2017,2017-05-08 09:39:00,1.6,35.9,14.8,8.54,88.8,6.52,34,190,
FCR,50,2017,2017-05-08 09:39:00,2.8,8.57,13.7,7.93,80.3,6.52,35.2,187.9,
FCR,50,2017,2017-05-08 09:39:00,3.8,3.233,12.4,7.65,76.1,6.56,36.5,188.8,
FCR,50,2017,2017-05-08 09:39:00,5,0.9117,9.8,9.11,85.1,6.53,37.5,190.6,
FCR,50,2017,2017-05-08 09:39:00,6.2,0.3166,9.7,9.25,86.9,6.49,37.1,196.3,
FCR,50,2017,2017-05-08 09:39:00,8,0.0648,9.7,9.34,87.2,6.5,37.1,198.6,
FCR,50,2017,2017-05-08 09:39:00,9,0.017,9.6,9.38,87,,37,202.5,issues with pH sensor
FCR,50,2017,2017-05-08 09:39:00,999,,14.7,9.06,94.7,6.19,21.1,211.1,
FCR,50,2017,2017-05-15 11:07:00,0.1,729,17.8,8.73,91.4,,,,
FCR,50,2017,2017-05-15 11:07:00,0.8,252,17.6,8.88,98.5,,,,
FCR,50,2017,2017-05-15 11:07:00,1.6,111,17.6,8.85,98.2,,,,
FCR,50,2017,2017-05-15 11:07:00,2.8,53.5,14.4,8.3,86.5,,,,
FCR,50,2017,2017-05-15 11:07:00,3.8,17.77,12.9,7.19,72,,,,
FCR,50,2017,2017-05-15 11:07:00,5,5.054,10.2,9.11,86,,,,
FCR,50,2017,2017-05-15 11:07:00,6.2,1.917,10,9.31,87.1,,,,
FCR,50,2017,2017-05-15 11:07:00,8,0.3319,9.9,9.29,87.3,,,,
FCR,50,2017,2017-05-15 11:07:00,9,0.1106,9.9,9.31,87.3,,,,
FCR,50,2017,2017-05-15 11:07:00,999,,16.8,8.74,95.9,,,,
FCR,50,2017,2017-05-18 12:01:00,0.1,,22.3,8.63,103.6,,,,
FCR,50,2017,2017-05-18 12:01:00,0.8,,22.1,8.53,101.1,,,,
FCR,50,2017,2017-05-18 12:01:00,1.6,,18.3,9.74,109.2,,,,
FCR,50,2017,2017-05-18 12:01:00,2.8,,14.9,8.65,90.4,,,,
FCR,50,2017,2017-05-18 12:01:00,3.8,,13.1,7.32,73.5,,,,
FCR,50,2017,2017-05-18 12:01:00,4.4,,11.4,7.12,69.1,,,,
FCR,50,2017,2017-05-18 12:01:00,4.7,,10.8,6.98,63.2,,,,
FCR,50,2017,2017-05-18 12:01:00,5,,10.7,8.73,83.6,,,,
FCR,50,2017,2017-05-18 12:01:00,6.2,,10.2,9.4,88.1,,,,
FCR,50,2017,2017-05-18 12:01:00,8,,10.1,9.51,89.3,,,,
FCR,50,2017,2017-05-18 12:01:00,9,,10,9.52,89,,,,
FCR,50,2017,2017-05-18 12:01:00,9.3,,10,9.53,98.2,,,,
FCR,50,2017,2017-05-22 09:35:00,0.1,116.3,19.9,9.25,107.4,,,,Cal DO @ 97.1% in red cap at start 
FCR,50,2017,2017-05-22 09:35:00,0.8,65.72,20.3,9.04,105,,,,
FCR,50,2017,2017-05-22 09:35:00,1.6,35.28,20.3,9.99,116.9,,,,
FCR,50,2017,2017-05-22 09:35:00,2.8,13.74,15.8,9.96,107,,,,
FCR,50,2017,2017-05-22 09:35:00,3.8,6.214,13.3,7.86,79.2,,,,
FCR,50,2017,2017-05-22 09:35:00,5,2.355,10.9,9.86,94.3,,,,
FCR,50,2017,2017-05-22 09:35:00,6.2,0.7548,10.5,10.33,97.5,,,,
FCR,50,2017,2017-05-22 09:35:00,8,0.1841,10.2,10.38,98.2,,,,
FCR,50,2017,2017-05-22 09:35:00,9,0.07725,10.2,10.33,98.1,,,,
FCR,50,2017,2017-05-22 09:35:00,10,,10.2,10.34,98.2,,,,
FCR,50,2017,2017-05-22 09:35:00,11,,10.2,5.24,51.1,,,,
FCR,50,2017,2017-05-22 09:35:00,999,,18.7,8.39,90.6,,,,
FCR,50,2017,2017-05-25 12:00:00,0.1,,18.3,8.8,100.6,,,,
FCR,50,2017,2017-05-25 12:00:00,0.8,,18.1,8.79,100.3,,,,
FCR,50,2017,2017-05-25 12:00:00,1.6,,17.4,9.3,103.7,,,,
FCR,50,2017,2017-05-25 12:00:00,2.8,,16.1,9.19,99.7,,,,
FCR,50,2017,2017-05-25 12:00:00,3.8,,14.1,9.87,83,,,,
FCR,50,2017,2017-05-25 12:00:00,5,,11.3,8.73,85.7,,,,
FCR,50,2017,2017-05-25 12:00:00,6.2,,10.5,9.67,93.4,,,,
FCR,50,2017,2017-05-25 12:00:00,8,,10.3,9.75,93.6,,,,
FCR,50,2017,2017-05-25 12:00:00,9,,10.3,9.72,93.3,,,,
FCR,50,2017,2017-05-29 10:00:00,0.1,490,20.9,8.71,103.1,,,,Pre VEM
FCR,50,2017,2017-05-29 10:00:00,0.8,,20.5,8.74,103,,,,
FCR,50,2017,2017-05-29 10:00:00,1,127,,,,,,,
FCR,50,2017,2017-05-29 10:00:00,1.6,,17.6,9.68,107.2,,,,
FCR,50,2017,2017-05-29 10:00:00,2,50.5,,,,,,,
FCR,50,2017,2017-05-29 10:00:00,2.8,,16,8.82,95.2,,,,
FCR,50,2017,2017-05-29 10:00:00,3,14,,,,,,,
FCR,50,2017,2017-05-29 10:00:00,3.8,,13.6,6.72,68.1,,,,
FCR,50,2017,2017-05-29 10:00:00,4,4.3,,,,,,,
FCR,50,2017,2017-05-29 10:00:00,5,1.93,10.9,8.93,85.7,,,,
FCR,50,2017,2017-05-29 10:00:00,6,2.4,,,,,,,
FCR,50,2017,2017-05-29 10:00:00,6.2,,10.6,9.3,89.1,,,,
FCR,50,2017,2017-05-29 10:00:00,7,1.4,,,,,,,
FCR,50,2017,2017-05-29 10:00:00,8,0.6,10.5,9.55,91.1,,,,
FCR,50,2017,2017-05-29 10:00:00,9,0.3,10.5,9.5,91.2,,,,
FCR,50,2017,2017-05-29 10:00:00,10,0.28,,,,,,,
FCR,50,2017,2017-05-29 10:00:00,999,,20.3,8.63,101.2,,,,
FCR,50,2017,2017-05-29 14:50:00,0.1,201,23.1,8.9,110.9,,,,post VEM
FCR,50,2017,2017-05-29 14:50:00,0.8,62.3,21.1,8.95,106.5,,,,
FCR,50,2017,2017-05-29 14:50:00,1.6,26.7,18.9,9.94,112.3,,,,
FCR,50,2017,2017-05-29 14:50:00,2.8,6.6,15.4,9.54,100.9,,,,
FCR,50,2017,2017-05-29 14:50:00,3.8,2.1,13.8,7.43,75.8,,,,
FCR,50,2017,2017-05-29 14:50:00,5,0.77,11.3,7.01,67,,,,
FCR,50,2017,2017-05-29 14:50:00,6.2,0.33,10.5,9.76,92.6,,,,
FCR,50,2017,2017-05-29 14:50:00,8,0,10.4,9.87,93.4,,,,
FCR,50,2017,2017-05-29 14:50:00,9,0,10.4,9.83,93.1,,,,
FCR,50,2017,2017-05-30 14:10:00,0.1,780.2,21.1,9.03,105.8,,,,
FCR,50,2017,2017-05-30 14:10:00,0.8,445.8,18.6,8.75,98.4,,,,
FCR,50,2017,2017-05-30 14:10:00,1.6,107.4,17.6,8.68,96.7,,,,
FCR,50,2017,2017-05-30 14:10:00,2.8,22.75,17,8.68,94.7,,,,
FCR,50,2017,2017-05-30 14:10:00,3.8,20.07,16.3,8.61,92.6,,,,
FCR,50,2017,2017-05-30 14:10:00,5,7.355,15.3,8.52,89.6,,,,
FCR,50,2017,2017-05-30 14:10:00,6.2,2.257,13.4,6.96,70,,,,
FCR,50,2017,2017-05-30 14:10:00,8,0.5016,10.9,9.38,89.6,,,,
FCR,50,2017,2017-05-30 14:10:00,9,0.2584,10.7,9.48,90.3,,,,
FCR,50,2017,2017-05-30 14:10:00,10,,10.6,9.51,90.8,,,,
FCR,50,2017,2017-05-30 16:08:00,5,,15.6,8.5,90.4,,,,
FCR,50,2017,2017-05-30 16:08:00,5.5,,15,8.47,88.9,,,,
FCR,50,2017,2017-05-30 16:08:00,6,,14.5,8.16,84.8,,,,
FCR,50,2017,2017-05-30 16:08:00,6.2,,13.8,7.67,78.4,,,,
FCR,50,2017,2017-05-30 16:08:00,6.5,,12.1,7.26,71.5,,,,
FCR,50,2017,2017-05-30 16:08:00,7,,10.8,9.43,90.1,,,,
FCR,50,2017,2017-05-30 16:08:00,7.5,,10.7,9.6,91.3,,,,
FCR,50,2017,2017-05-30 16:08:00,8,,10.6,9.63,91.6,,,,
FCR,50,2017,2017-06-01 11:45:00,0.1,119,21.9,8.8,107.4,,,,sunny
FCR,50,2017,2017-06-01 11:45:00,1,210,19.2,9.52,109,,,,odd? Correct on field notebook though
FCR,50,2017,2017-06-01 11:45:00,2,100,18.1,9.59,107.4,,,,
FCR,50,2017,2017-06-01 11:45:00,3,55,17.3,9.38,103,,,,
FCR,50,2017,2017-06-01 11:45:00,4,14,16.2,8.52,91.7,,,,
FCR,50,2017,2017-06-01 11:45:00,5,6.7,15.3,8.21,86.7,,,,
FCR,50,2017,2017-06-01 11:45:00,6,2.5,13.5,6.84,69.6,,,,
FCR,50,2017,2017-06-01 11:45:00,7,0.23,11.5,9.67,93.8,,,,
FCR,50,2017,2017-06-01 11:45:00,8,0.2,11,10.03,96.2,,,,
FCR,50,2017,2017-06-01 11:45:00,9,0.14,10.9,10.05,96.2,,,,
FCR,50,2017,2017-06-05 11:00:00,0.1,23.07,21.8,8.28,100.2,,,,rainy; PAR sensor not working
FCR,50,2017,2017-06-05 11:00:00,0.8,0.2022,22.1,8.43,102.9,,,,PAR sensor not working
FCR,50,2017,2017-06-05 11:00:00,1.6,,22,8.41,102.5,,,,PAR sensor not working
FCR,50,2017,2017-06-05 11:00:00,2.8,,18.3,9.52,107.9,,,,PAR sensor not working
FCR,50,2017,2017-06-05 11:00:00,3.8,,16.5,8.2,80.5,,,,PAR sensor not working
FCR,50,2017,2017-06-05 11:00:00,5,,15.2,7.22,76.6,,,,PAR sensor not working
FCR,50,2017,2017-06-05 11:00:00,6.2,,13,6.32,63.7,,,,PAR sensor not working
FCR,50,2017,2017-06-05 11:00:00,8,,11.4,9.96,97.2,,,,PAR sensor not working
FCR,50,2017,2017-06-05 11:00:00,9,,11.3,10.16,99,,,,PAR sensor not working
FCR,50,2017,2017-06-05 12:00:00,999,,19.7,8.32,97.1,,,,rainy
FCR,50,2017,2017-06-08 09:34:00,0.1,112.5,20.1,8.9,105,,,,passing clouds
FCR,50,2017,2017-06-08 09:34:00,0.8,65.9,20.1,8.97,104,,,,
FCR,50,2017,2017-06-08 09:34:00,1.6,22.53,20,8.91,104.3,,,,
FCR,50,2017,2017-06-08 09:34:00,2.8,10.21,18.3,10,112.1,,,,
FCR,50,2017,2017-06-08 09:34:00,3.8,6.305,16.7,8.61,93.2,,,,
FCR,50,2017,2017-06-08 09:34:00,5,2.518,14.9,6.23,65.6,,,,
FCR,50,2017,2017-06-08 09:34:00,6.2,0.8717,12,10,97.8,,,,
FCR,50,2017,2017-06-08 09:34:00,8,0.1879,11.6,10.4,101.6,,,,
FCR,50,2017,2017-06-08 09:34:00,9,0.07153,11.5,10.5,101.7,,,,
FCR,50,2017,2017-06-12 10:45:00,0.1,428.5,23.1,8.76,107.6,,,,sunny
FCR,50,2017,2017-06-12 10:45:00,0.8,250.1,23,8.75,107.3,,,,
FCR,50,2017,2017-06-12 10:45:00,1.6,103.9,21.7,9.58,114.3,,,,
