Reservoir,Site,Year,Date,Depth,PAR
BVR,50,2013,2013-10-16 12:00:00,0.1,
BVR,50,2013,2013-10-16 12:00:00,1,
BVR,50,2013,2013-10-16 12:00:00,2,
BVR,50,2013,2013-10-16 12:00:00,3,
BVR,50,2013,2013-10-16 12:00:00,4,
BVR,50,2013,2013-10-16 12:00:00,5,
BVR,50,2013,2013-10-16 12:00:00,6,
BVR,50,2013,2013-10-16 12:00:00,7,
BVR,50,2013,2013-10-16 12:00:00,8,
BVR,50,2013,2013-10-16 12:00:00,9,
BVR,50,2013,2013-10-16 12:00:00,10,
BVR,50,2013,2013-10-16 12:00:00,11,
BVR,50,2013,2013-10-16 12:00:00,12,
BVR,50,2013,2013-10-16 12:00:00,13,
BVR,50,2013,2013-10-16 12:00:00,13.5,
FCR,50,2013,2013-08-01 12:00:00,0.5,
FCR,50,2013,2013-08-01 12:00:00,1,
FCR,50,2013,2013-08-01 12:00:00,1.5,
FCR,50,2013,2013-08-01 12:00:00,2,
FCR,50,2013,2013-08-01 12:00:00,2.5,
FCR,50,2013,2013-08-01 12:00:00,3,
FCR,50,2013,2013-08-01 12:00:00,3.5,
FCR,50,2013,2013-08-01 12:00:00,4,
FCR,50,2013,2013-08-01 12:00:00,4.5,
FCR,50,2013,2013-08-01 12:00:00,5,
FCR,50,2013,2013-08-01 12:00:00,5.5,
FCR,50,2013,2013-08-01 12:00:00,6,
FCR,50,2013,2013-08-01 12:00:00,6.5,
FCR,50,2013,2013-08-01 12:00:00,7,
FCR,50,2013,2013-08-01 12:00:00,7.5,
FCR,50,2013,2013-08-01 12:00:00,8,
FCR,50,2013,2013-08-01 12:00:00,8.5,
FCR,50,2013,2013-08-01 12:00:00,9,
FCR,50,2013,2013-08-01 12:00:00,9.5,
FCR,50,2013,2013-08-05 12:00:00,0.5,
FCR,50,2013,2013-08-05 12:00:00,1,
FCR,50,2013,2013-08-05 12:00:00,1.5,
FCR,50,2013,2013-08-05 12:00:00,2,
FCR,50,2013,2013-08-05 12:00:00,2.5,
FCR,50,2013,2013-08-05 12:00:00,3,
FCR,50,2013,2013-08-05 12:00:00,3.5,
FCR,50,2013,2013-08-05 12:00:00,4,
FCR,50,2013,2013-08-05 12:00:00,4.5,
FCR,50,2013,2013-08-05 12:00:00,5,
FCR,50,2013,2013-08-05 12:00:00,5.5,
FCR,50,2013,2013-08-05 12:00:00,6,
FCR,50,2013,2013-08-05 12:00:00,6.5,
FCR,50,2013,2013-08-05 12:00:00,7,
FCR,50,2013,2013-08-05 12:00:00,7.5,
FCR,50,2013,2013-08-05 12:00:00,8,
FCR,50,2013,2013-08-05 12:00:00,8.5,
FCR,50,2013,2013-08-05 12:00:00,9,
FCR,50,2013,2013-08-05 12:00:00,9.5,
FCR,50,2013,2013-08-08 12:00:00,0.5,
FCR,50,2013,2013-08-08 12:00:00,1,
FCR,50,2013,2013-08-08 12:00:00,1.5,
FCR,50,2013,2013-08-08 12:00:00,2,
FCR,50,2013,2013-08-08 12:00:00,2.5,
FCR,50,2013,2013-08-08 12:00:00,3,
FCR,50,2013,2013-08-08 12:00:00,3.5,
FCR,50,2013,2013-08-08 12:00:00,4,
FCR,50,2013,2013-08-08 12:00:00,4.5,
FCR,50,2013,2013-08-08 12:00:00,5,
FCR,50,2013,2013-08-08 12:00:00,5.5,
FCR,50,2013,2013-08-08 12:00:00,6,
FCR,50,2013,2013-08-08 12:00:00,6.5,
FCR,50,2013,2013-08-08 12:00:00,7,
FCR,50,2013,2013-08-08 12:00:00,7.5,
FCR,50,2013,2013-08-08 12:00:00,8,
FCR,50,2013,2013-08-08 12:00:00,8.5,
FCR,50,2013,2013-08-08 12:00:00,9,
FCR,50,2013,2013-08-08 12:00:00,9.5,
FCR,40,2013,2013-08-08 12:00:00,0.5,
FCR,40,2013,2013-08-08 12:00:00,1,
FCR,40,2013,2013-08-08 12:00:00,1.5,
FCR,40,2013,2013-08-08 12:00:00,2,
FCR,40,2013,2013-08-08 12:00:00,2.5,
FCR,40,2013,2013-08-08 12:00:00,3,
FCR,40,2013,2013-08-08 12:00:00,3.5,
FCR,40,2013,2013-08-08 12:00:00,4,
FCR,40,2013,2013-08-08 12:00:00,4.5,
FCR,40,2013,2013-08-08 12:00:00,5,
FCR,40,2013,2013-08-08 12:00:00,5.5,
FCR,40,2013,2013-08-08 12:00:00,6,
FCR,40,2013,2013-08-08 12:00:00,6.5,
FCR,40,2013,2013-08-08 12:00:00,7,
FCR,40,2013,2013-08-08 12:00:00,7.5,
FCR,45,2013,2013-08-08 12:00:00,0.5,
FCR,45,2013,2013-08-08 12:00:00,1,
FCR,45,2013,2013-08-08 12:00:00,1.5,
FCR,45,2013,2013-08-08 12:00:00,2,
FCR,45,2013,2013-08-08 12:00:00,2.5,
FCR,45,2013,2013-08-08 12:00:00,3,
FCR,45,2013,2013-08-08 12:00:00,3.5,
FCR,45,2013,2013-08-08 12:00:00,4,
FCR,45,2013,2013-08-08 12:00:00,4.5,
FCR,45,2013,2013-08-08 12:00:00,5,
FCR,45,2013,2013-08-08 12:00:00,5.5,
FCR,45,2013,2013-08-08 12:00:00,6,
FCR,45,2013,2013-08-08 12:00:00,6.5,
FCR,45,2013,2013-08-08 12:00:00,7,
FCR,45,2013,2013-08-08 12:00:00,7.5,
FCR,45,2013,2013-08-08 12:00:00,8,
FCR,45,2013,2013-08-08 12:00:00,8.5,
FCR,45,2013,2013-08-08 12:00:00,9,
FCR,50,2013,2013-08-12 12:00:00,0.5,
FCR,50,2013,2013-08-12 12:00:00,1,
FCR,50,2013,2013-08-12 12:00:00,1.5,
FCR,50,2013,2013-08-12 12:00:00,2,
FCR,50,2013,2013-08-12 12:00:00,2.5,
FCR,50,2013,2013-08-12 12:00:00,3,
FCR,50,2013,2013-08-12 12:00:00,3.5,
FCR,50,2013,2013-08-12 12:00:00,4,
FCR,50,2013,2013-08-12 12:00:00,4.5,
FCR,50,2013,2013-08-12 12:00:00,5,
FCR,50,2013,2013-08-12 12:00:00,5.5,
FCR,50,2013,2013-08-12 12:00:00,6,
FCR,50,2013,2013-08-12 12:00:00,6.5,
FCR,50,2013,2013-08-12 12:00:00,7,
FCR,50,2013,2013-08-12 12:00:00,7.5,
FCR,50,2013,2013-08-12 12:00:00,8,
FCR,50,2013,2013-08-12 12:00:00,8.5,
FCR,50,2013,2013-08-12 12:00:00,9,
FCR,50,2013,2013-08-12 12:00:00,9.5,
FCR,40,2013,2013-08-12 12:00:00,0.5,
FCR,40,2013,2013-08-12 12:00:00,1,
FCR,40,2013,2013-08-12 12:00:00,1.5,
FCR,40,2013,2013-08-12 12:00:00,2,
FCR,40,2013,2013-08-12 12:00:00,2.5,
FCR,40,2013,2013-08-12 12:00:00,3,
FCR,40,2013,2013-08-12 12:00:00,3.5,
FCR,40,2013,2013-08-12 12:00:00,4,
FCR,40,2013,2013-08-12 12:00:00,4.5,
FCR,40,2013,2013-08-12 12:00:00,5,
FCR,40,2013,2013-08-12 12:00:00,5.5,
FCR,40,2013,2013-08-12 12:00:00,6,
FCR,40,2013,2013-08-12 12:00:00,6.5,
FCR,40,2013,2013-08-12 12:00:00,7,
FCR,40,2013,2013-08-12 12:00:00,7.5,
FCR,45,2013,2013-08-12 12:00:00,0.5,
FCR,45,2013,2013-08-12 12:00:00,1,
FCR,45,2013,2013-08-12 12:00:00,1.5,
FCR,45,2013,2013-08-12 12:00:00,2,
FCR,45,2013,2013-08-12 12:00:00,2.5,
FCR,45,2013,2013-08-12 12:00:00,3,
FCR,45,2013,2013-08-12 12:00:00,3.5,
FCR,45,2013,2013-08-12 12:00:00,4,
FCR,45,2013,2013-08-12 12:00:00,4.5,
FCR,45,2013,2013-08-12 12:00:00,5,
FCR,45,2013,2013-08-12 12:00:00,5.5,
FCR,45,2013,2013-08-12 12:00:00,6,
FCR,45,2013,2013-08-12 12:00:00,6.5,
FCR,45,2013,2013-08-12 12:00:00,7,
FCR,45,2013,2013-08-12 12:00:00,7.5,
FCR,45,2013,2013-08-12 12:00:00,8,
FCR,45,2013,2013-08-12 12:00:00,8.5,
FCR,45,2013,2013-08-12 12:00:00,9,
FCR,50,2013,2013-08-15 12:00:00,0.5,
FCR,50,2013,2013-08-15 12:00:00,1,
FCR,50,2013,2013-08-15 12:00:00,1.5,
FCR,50,2013,2013-08-15 12:00:00,2,
FCR,50,2013,2013-08-15 12:00:00,2.5,
FCR,50,2013,2013-08-15 12:00:00,3,
FCR,50,2013,2013-08-15 12:00:00,3.5,
FCR,50,2013,2013-08-15 12:00:00,4,
FCR,50,2013,2013-08-15 12:00:00,4.5,
FCR,50,2013,2013-08-15 12:00:00,5,
FCR,50,2013,2013-08-15 12:00:00,5.5,
FCR,50,2013,2013-08-15 12:00:00,6,
FCR,50,2013,2013-08-15 12:00:00,6.5,
FCR,50,2013,2013-08-15 12:00:00,7,
FCR,50,2013,2013-08-15 12:00:00,7.5,
FCR,50,2013,2013-08-15 12:00:00,8,
FCR,50,2013,2013-08-15 12:00:00,8.5,
FCR,50,2013,2013-08-15 12:00:00,9,
FCR,50,2013,2013-08-15 12:00:00,9.5,
FCR,45,2013,2013-08-15 12:00:00,0.5,
FCR,45,2013,2013-08-15 12:00:00,1,
FCR,45,2013,2013-08-15 12:00:00,1.5,
FCR,45,2013,2013-08-15 12:00:00,2,
FCR,45,2013,2013-08-15 12:00:00,2.5,
FCR,45,2013,2013-08-15 12:00:00,3,
FCR,45,2013,2013-08-15 12:00:00,3.5,
FCR,45,2013,2013-08-15 12:00:00,4,
FCR,45,2013,2013-08-15 12:00:00,4.5,
FCR,45,2013,2013-08-15 12:00:00,5,
FCR,45,2013,2013-08-15 12:00:00,5.5,
FCR,45,2013,2013-08-15 12:00:00,6,
FCR,45,2013,2013-08-15 12:00:00,6.5,
FCR,45,2013,2013-08-15 12:00:00,7,
FCR,45,2013,2013-08-15 12:00:00,7.5,
FCR,45,2013,2013-08-15 12:00:00,8,
FCR,45,2013,2013-08-15 12:00:00,8.5,
FCR,45,2013,2013-08-15 12:00:00,9,
FCR,40,2013,2013-08-15 12:00:00,0.5,
FCR,40,2013,2013-08-15 12:00:00,1,
FCR,40,2013,2013-08-15 12:00:00,1.5,
FCR,40,2013,2013-08-15 12:00:00,2,
FCR,40,2013,2013-08-15 12:00:00,2.5,
FCR,40,2013,2013-08-15 12:00:00,3,
FCR,40,2013,2013-08-15 12:00:00,3.5,
FCR,40,2013,2013-08-15 12:00:00,4,
FCR,40,2013,2013-08-15 12:00:00,4.5,
FCR,40,2013,2013-08-15 12:00:00,5,
FCR,40,2013,2013-08-15 12:00:00,5.5,
FCR,40,2013,2013-08-15 12:00:00,6,
FCR,40,2013,2013-08-15 12:00:00,6.5,
FCR,50,2013,2013-10-22 12:00:00,0.5,
FCR,50,2013,2013-10-22 12:00:00,1,
FCR,50,2013,2013-10-22 12:00:00,1.5,
FCR,50,2013,2013-10-22 12:00:00,8,
FCR,50,2013,2013-10-22 12:00:00,8.5,
FCR,50,2013,2013-10-22 12:00:00,9,
FCR,50,2013,2013-10-22 12:00:00,9.3,
FCR,50,2013,2013-11-06 12:00:00,0.5,
FCR,50,2013,2013-11-06 12:00:00,1,
FCR,50,2013,2013-11-06 12:00:00,8,
FCR,50,2013,2013-11-06 12:00:00,8.5,
FCR,50,2013,2013-11-06 12:00:00,9,
FCR,50,2013,2013-11-06 12:00:00,9.3,
BVR,50,2014,2014-05-14 12:00:00,0,
BVR,50,2014,2014-05-14 12:00:00,2,
BVR,50,2014,2014-05-14 12:00:00,4,
BVR,50,2014,2014-05-14 12:00:00,8,
BVR,50,2014,2014-05-14 12:00:00,12,
FCR,100,2014,2014-06-02 12:00:00,0.1,
FCR,50,2014,2014-06-02 12:00:00,1,
FCR,50,2014,2014-06-02 12:00:00,4,
FCR,50,2014,2014-06-02 12:00:00,5,
FCR,50,2014,2014-06-02 12:00:00,8,
FCR,50,2014,2014-06-02 12:00:00,9,
FCR,50,2014,2014-06-09 12:00:00,1,
FCR,50,2014,2014-06-09 12:00:00,4,
FCR,50,2014,2014-06-09 12:00:00,5,
FCR,50,2014,2014-06-09 12:00:00,8,
FCR,50,2014,2014-06-09 12:00:00,9,
FCR,100,2014,2014-06-30 12:00:00,0.1,
FCR,50,2014,2014-07-01 12:00:00,9,
FCR,100,2014,2014-08-04 12:00:00,0.1,
FCR,50,2015,2015-02-05 12:00:00,0.5,
FCR,50,2015,2015-02-05 12:00:00,1,
FCR,50,2015,2015-02-05 12:00:00,1.5,
FCR,50,2015,2015-02-05 12:00:00,2,
FCR,50,2015,2015-02-05 12:00:00,2.5,
FCR,50,2015,2015-02-05 12:00:00,3,
FCR,50,2015,2015-02-05 12:00:00,3.5,
FCR,50,2015,2015-02-05 12:00:00,4,
FCR,50,2015,2015-02-05 12:00:00,4.5,
FCR,50,2015,2015-02-05 12:00:00,5,
FCR,50,2015,2015-02-05 12:00:00,5.5,
FCR,50,2015,2015-02-05 12:00:00,6,
FCR,50,2015,2015-02-05 12:00:00,6.5,
FCR,50,2015,2015-02-05 12:00:00,7,
FCR,50,2015,2015-02-05 12:00:00,7.5,
FCR,50,2015,2015-02-05 12:00:00,8,
FCR,50,2015,2015-02-05 12:00:00,8.5,
FCR,50,2015,2015-02-05 12:00:00,9,
FCR,50,2015,2015-02-05 12:00:00,9.3,
FCR,100,2015,2015-03-31 12:00:00,0.1,
FCR,100,2015,2015-04-07 12:00:00,0.1,
FCR,50,2015,2015-04-13 12:00:00,9,
FCR,100,2015,2015-04-21 12:00:00,0.1,
FCR,100,2015,2015-05-11 12:00:00,0.1,
FCR,50,2015,2015-05-11 12:00:00,-0.1,139.5
FCR,50,2015,2015-05-11 12:00:00,0.1,103
FCR,50,2015,2015-05-11 12:00:00,1,72
FCR,50,2015,2015-05-11 12:00:00,3,47
FCR,50,2015,2015-05-11 12:00:00,4,22.1
FCR,50,2015,2015-05-11 12:00:00,5,13.2
FCR,50,2015,2015-05-11 12:00:00,6,0.59
FCR,50,2015,2015-05-11 12:00:00,7,1.53
FCR,50,2015,2015-05-11 12:00:00,8,0.48
FCR,50,2015,2015-05-11 12:00:00,9,0.09
FCR,50,2015,2015-05-18 12:00:00,0.1,
FCR,50,2015,2015-05-18 12:00:00,0.8,
FCR,50,2015,2015-05-18 12:00:00,1.6,
FCR,50,2015,2015-05-18 12:00:00,2.8,
FCR,50,2015,2015-05-18 12:00:00,3.8,
FCR,50,2015,2015-05-18 12:00:00,5,
FCR,50,2015,2015-05-18 12:00:00,6.2,
FCR,50,2015,2015-05-18 12:00:00,8,
FCR,50,2015,2015-05-18 12:00:00,9,
FCR,50,2015,2015-05-18 12:00:00,-0.1,2160
FCR,50,2015,2015-05-18 12:00:00,1,650
FCR,50,2015,2015-05-18 12:00:00,2,360
FCR,50,2015,2015-05-18 12:00:00,3,190
FCR,50,2015,2015-05-18 12:00:00,4,92
FCR,50,2015,2015-05-18 12:00:00,5,36
FCR,50,2015,2015-05-18 12:00:00,6,8.3
FCR,50,2015,2015-05-18 12:00:00,6.5,4.36
FCR,50,2015,2015-05-18 12:00:00,7,2.08
FCR,50,2015,2015-05-18 12:00:00,7.5,1.06
FCR,50,2015,2015-05-18 12:00:00,8,0.41
FCR,50,2015,2015-05-18 12:00:00,8.5,0.14
FCR,50,2015,2015-05-18 12:00:00,9,0.047
FCR,50,2015,2015-05-25 12:00:00,1,740
FCR,50,2015,2015-05-25 12:00:00,2,320
FCR,50,2015,2015-05-25 12:00:00,3,185
FCR,50,2015,2015-05-25 12:00:00,4,71
FCR,50,2015,2015-05-25 12:00:00,5,23.3
FCR,50,2015,2015-05-25 12:00:00,6,5.4
FCR,50,2015,2015-05-25 12:00:00,7,1.2
FCR,50,2015,2015-05-25 12:00:00,8,0.25
FCR,50,2015,2015-05-25 12:00:00,9,0.05
FCR,50,2015,2015-05-25 12:00:00,-0.1,2580
FCR,50,2015,2015-05-25 12:00:00,0.1,
FCR,50,2015,2015-05-25 12:00:00,0.8,
FCR,50,2015,2015-05-25 12:00:00,1.6,
FCR,50,2015,2015-05-25 12:00:00,2.8,
FCR,50,2015,2015-05-25 12:00:00,3.8,
FCR,50,2015,2015-05-25 12:00:00,5,
FCR,50,2015,2015-05-25 12:00:00,6.2,
FCR,50,2015,2015-05-25 12:00:00,8,
FCR,50,2015,2015-05-25 12:00:00,9,
FCR,50,2015,2015-06-01 12:00:00,0.1,
FCR,50,2015,2015-06-01 12:00:00,0.8,
FCR,50,2015,2015-06-01 12:00:00,1.6,
FCR,50,2015,2015-06-01 12:00:00,2.8,
FCR,50,2015,2015-06-01 12:00:00,3.8,
FCR,50,2015,2015-06-01 12:00:00,5,
FCR,50,2015,2015-06-01 12:00:00,6.2,
FCR,50,2015,2015-06-01 12:00:00,8,
FCR,50,2015,2015-06-01 12:00:00,9,
BVR,50,2015,2015-06-04 12:00:00,0.1,
BVR,50,2015,2015-06-04 12:00:00,1,
BVR,50,2015,2015-06-04 12:00:00,2,
BVR,50,2015,2015-06-04 12:00:00,3,
BVR,50,2015,2015-06-04 12:00:00,4,
BVR,50,2015,2015-06-04 12:00:00,5,
BVR,50,2015,2015-06-04 12:00:00,6,
BVR,50,2015,2015-06-04 12:00:00,7,
BVR,50,2015,2015-06-04 12:00:00,8,
BVR,50,2015,2015-06-04 12:00:00,9,
BVR,50,2015,2015-06-04 12:00:00,10,
BVR,50,2015,2015-06-04 12:00:00,11,
BVR,50,2015,2015-06-04 12:00:00,12,
BVR,50,2015,2015-06-11 12:00:00,0.1,
BVR,50,2015,2015-06-11 12:00:00,1,
BVR,50,2015,2015-06-11 12:00:00,2,
BVR,50,2015,2015-06-11 12:00:00,3,
BVR,50,2015,2015-06-11 12:00:00,4,
BVR,50,2015,2015-06-11 12:00:00,5,
BVR,50,2015,2015-06-11 12:00:00,6,
BVR,50,2015,2015-06-11 12:00:00,7,
BVR,50,2015,2015-06-11 12:00:00,8,
BVR,50,2015,2015-06-11 12:00:00,9,
BVR,50,2015,2015-06-11 12:00:00,10,
BVR,50,2015,2015-06-11 12:00:00,11,
BVR,50,2015,2015-06-25 12:00:00,0.1,
BVR,50,2015,2015-06-25 12:00:00,1,
BVR,50,2015,2015-06-25 12:00:00,2,
BVR,50,2015,2015-06-25 12:00:00,3,
BVR,50,2015,2015-06-25 12:00:00,4,
BVR,50,2015,2015-06-25 12:00:00,5,
BVR,50,2015,2015-06-25 12:00:00,6,
BVR,50,2015,2015-06-25 12:00:00,7,
BVR,50,2015,2015-06-25 12:00:00,8,
BVR,50,2015,2015-06-25 12:00:00,9,
BVR,50,2015,2015-06-25 12:00:00,10,
BVR,50,2015,2015-06-25 12:00:00,11,
BVR,50,2015,2015-06-25 12:00:00,11.5,
BVR,50,2015,2015-07-30 12:00:00,0.1,
BVR,50,2015,2015-07-30 12:00:00,1,
BVR,50,2015,2015-07-30 12:00:00,2,
BVR,50,2015,2015-07-30 12:00:00,3,
BVR,50,2015,2015-07-30 12:00:00,4,
BVR,50,2015,2015-07-30 12:00:00,5,
BVR,50,2015,2015-07-30 12:00:00,6,
BVR,50,2015,2015-07-30 12:00:00,7,
BVR,50,2015,2015-07-30 12:00:00,8,
BVR,50,2015,2015-07-30 12:00:00,9,
BVR,50,2015,2015-07-30 12:00:00,10,
BVR,50,2015,2015-07-30 12:00:00,11,
BVR,50,2015,2015-08-13 12:00:00,0.1,
BVR,50,2015,2015-08-13 12:00:00,1,
BVR,50,2015,2015-08-13 12:00:00,2,
BVR,50,2015,2015-08-13 12:00:00,3,
BVR,50,2015,2015-08-13 12:00:00,4,
BVR,50,2015,2015-08-13 12:00:00,5,
BVR,50,2015,2015-08-13 12:00:00,6,
BVR,50,2015,2015-08-13 12:00:00,7,
BVR,50,2015,2015-08-13 12:00:00,8,
BVR,50,2015,2015-08-13 12:00:00,9,
BVR,50,2015,2015-08-13 12:00:00,10,
BVR,50,2015,2015-08-13 12:00:00,11,
BVR,50,2015,2015-08-20 12:00:00,0.1,
BVR,50,2015,2015-08-20 12:00:00,1,
BVR,50,2015,2015-08-20 12:00:00,2,
BVR,50,2015,2015-08-20 12:00:00,3,
BVR,50,2015,2015-08-20 12:00:00,4,
BVR,50,2015,2015-08-20 12:00:00,5,
BVR,50,2015,2015-08-20 12:00:00,6,
BVR,50,2015,2015-08-20 12:00:00,7,
BVR,50,2015,2015-08-20 12:00:00,8,
BVR,50,2015,2015-08-20 12:00:00,9,
BVR,50,2015,2015-08-20 12:00:00,10,
BVR,50,2015,2015-08-20 12:00:00,11,
FCR,50,2015,2015-08-24 12:00:00,0.1,
FCR,50,2015,2015-08-24 12:00:00,0.8,
FCR,50,2015,2015-08-24 12:00:00,1.6,
FCR,50,2015,2015-08-24 12:00:00,2.8,
FCR,50,2015,2015-08-24 12:00:00,3.8,
FCR,50,2015,2015-08-24 12:00:00,5,
FCR,50,2015,2015-08-24 12:00:00,6.2,
FCR,50,2015,2015-08-24 12:00:00,8,
FCR,50,2015,2015-08-24 12:00:00,9,
FCR,50,2015,2015-08-24 12:00:00,-0.1,342
FCR,50,2015,2015-08-24 12:00:00,0.1,208
FCR,50,2015,2015-08-24 12:00:00,1,70
FCR,50,2015,2015-08-24 12:00:00,2,27
FCR,50,2015,2015-08-24 12:00:00,3,9.2
FCR,50,2015,2015-08-24 12:00:00,4,2.1
FCR,50,2015,2015-08-24 12:00:00,5,0.09
FCR,50,2015,2015-08-24 12:00:00,6,0.01
FCR,50,2015,2015-08-24 12:00:00,7,0.002
FCR,50,2015,2015-08-24 12:00:00,8,0
BVR,50,2015,2015-09-04 12:00:00,0.1,
BVR,50,2015,2015-09-04 12:00:00,1,823.7
BVR,50,2015,2015-09-04 12:00:00,2,402.6
BVR,50,2015,2015-09-04 12:00:00,3,218.1
BVR,50,2015,2015-09-04 12:00:00,4,88.4
BVR,50,2015,2015-09-04 12:00:00,5,54.7
BVR,50,2015,2015-09-04 12:00:00,6,25.54
BVR,50,2015,2015-09-04 12:00:00,7,8.41
BVR,50,2015,2015-09-04 12:00:00,8,1.75
BVR,50,2015,2015-09-04 12:00:00,9,0.2806
BVR,50,2015,2015-09-04 12:00:00,10,0.0541
BVR,50,2015,2015-09-04 12:00:00,11,0.0068
BVR,50,2015,2015-09-04 12:00:00,12,0
FCR,50,2015,2015-09-14 12:00:00,-0.1,1169
FCR,50,2015,2015-09-14 12:00:00,1,748
FCR,50,2015,2015-09-14 12:00:00,2,135.4
FCR,50,2015,2015-09-14 12:00:00,3,27.2
FCR,50,2015,2015-09-14 12:00:00,4,5.5
FCR,50,2015,2015-09-14 12:00:00,5,1.6
FCR,50,2015,2015-09-14 12:00:00,6,0.09
FCR,50,2015,2015-09-14 12:00:00,7,0.01
FCR,50,2015,2015-09-14 12:00:00,8,0
FCR,50,2015,2015-09-14 12:00:00,9,0
FCR,50,2015,2015-09-21 12:00:00,-0.1,55.05
FCR,50,2015,2015-09-21 12:00:00,0.1,40.3
FCR,50,2015,2015-09-21 12:00:00,1,13.7
FCR,50,2015,2015-09-21 12:00:00,2,6.9
FCR,50,2015,2015-09-21 12:00:00,3,2.8
FCR,50,2015,2015-09-21 12:00:00,4,1
FCR,50,2015,2015-09-21 12:00:00,5,0.3
FCR,50,2015,2015-09-21 12:00:00,6,0.02
FCR,50,2015,2015-09-21 12:00:00,7,0
FCR,50,2015,2015-09-21 12:00:00,8,0
FCR,50,2015,2015-09-21 12:00:00,9,0
BVR,50,2015,2015-07-16 12:00:00,-0.1,858
BVR,50,2015,2015-07-16 12:00:00,0.1,184
BVR,50,2015,2015-07-16 12:00:00,1,99.73
BVR,50,2015,2015-07-16 12:00:00,2,31.01
BVR,50,2015,2015-07-16 12:00:00,3,15.09
BVR,50,2015,2015-07-16 12:00:00,4,6.169
BVR,50,2015,2015-07-16 12:00:00,5,2.209
BVR,50,2015,2015-07-16 12:00:00,6,0.896
BVR,50,2015,2015-07-16 12:00:00,7,0.165
BVR,50,2015,2015-07-16 12:00:00,8,0.0357
BVR,50,2015,2015-07-16 12:00:00,9,0.0085
BVR,50,2015,2015-07-16 12:00:00,10,0
BVR,50,2015,2015-07-16 12:00:00,11,0
FCR,50,2015,2015-08-03 12:00:00,-0.1,2286
FCR,50,2015,2015-08-03 12:00:00,0.1,1300
FCR,50,2015,2015-08-03 12:00:00,1,750
FCR,50,2015,2015-08-03 12:00:00,2,355
FCR,50,2015,2015-08-03 12:00:00,3,161.5
FCR,50,2015,2015-08-03 12:00:00,4,57.8
FCR,50,2015,2015-08-03 12:00:00,5,15.32
FCR,50,2015,2015-08-03 12:00:00,6,1.52
FCR,50,2015,2015-08-03 12:00:00,7,0.2381
FCR,50,2015,2015-08-03 12:00:00,8,0.0408
FCR,50,2015,2015-08-03 12:00:00,9,0.0068
BVR,50,2016,2016-04-06 12:00:00,0.1,923.2
BVR,50,2016,2016-04-06 12:00:00,0.5,
BVR,50,2016,2016-04-06 12:00:00,1,189.4
BVR,50,2016,2016-04-06 12:00:00,1.5,
BVR,50,2016,2016-04-06 12:00:00,2,184.5
BVR,50,2016,2016-04-06 12:00:00,2.5,
BVR,50,2016,2016-04-06 12:00:00,3,125.6
BVR,50,2016,2016-04-06 12:00:00,3.5,
BVR,50,2016,2016-04-06 12:00:00,4,68
BVR,50,2016,2016-04-06 12:00:00,4.5,
BVR,50,2016,2016-04-06 12:00:00,5,42.67
BVR,50,2016,2016-04-06 12:00:00,5.5,
BVR,50,2016,2016-04-06 12:00:00,6,21.61
BVR,50,2016,2016-04-06 12:00:00,6.5,
BVR,50,2016,2016-04-06 12:00:00,7,10.66
BVR,50,2016,2016-04-06 12:00:00,7.5,
BVR,50,2016,2016-04-06 12:00:00,8,4.646
BVR,50,2016,2016-04-06 12:00:00,8.5,
BVR,50,2016,2016-04-06 12:00:00,9,2.085
BVR,50,2016,2016-04-06 12:00:00,9.5,
BVR,50,2016,2016-04-06 12:00:00,10,0.8164
BVR,50,2016,2016-04-06 12:00:00,10.5,
BVR,50,2016,2016-04-06 12:00:00,11,0.3265
FCR,50,2016,2016-06-28 12:00:00,-0.1,1548
FCR,50,2016,2016-06-28 12:00:00,0.1,977.4
FCR,50,2016,2016-06-28 12:00:00,0.8,316.1
FCR,50,2016,2016-06-28 12:00:00,1.6,133.7
FCR,50,2016,2016-06-28 12:00:00,2.8,52.22
FCR,50,2016,2016-06-28 12:00:00,3.8,20.44
FCR,50,2016,2016-06-28 12:00:00,5,5.501
FCR,50,2016,2016-06-28 12:00:00,6.2,1.347
FCR,50,2016,2016-06-28 12:00:00,8,0.2127
FCR,50,2016,2016-06-28 12:00:00,9,0.08202
FCR,50,2016,2016-07-25 12:00:00,-0.1,73.8
FCR,50,2016,2016-07-25 12:00:00,0.1,50.4
FCR,50,2016,2016-07-25 12:00:00,0.8,23.8
FCR,50,2016,2016-07-25 12:00:00,1.6,13.6
FCR,50,2016,2016-07-25 12:00:00,2.8,5.55
FCR,50,2016,2016-07-25 12:00:00,3.8,2.25
FCR,50,2016,2016-07-25 12:00:00,5,0.689
FCR,50,2016,2016-07-25 12:00:00,6.2,0.091
FCR,50,2016,2016-07-25 12:00:00,8,0.004
FCR,50,2016,2016-07-25 12:00:00,9,0.001
FCR,50,2016,2016-07-27 12:00:00,-0.1,135.65
FCR,50,2016,2016-07-27 12:00:00,0.1,18.7
FCR,50,2016,2016-07-27 12:00:00,0.8,5.64
FCR,50,2016,2016-07-27 12:00:00,1.6,1.979
FCR,50,2016,2016-07-27 12:00:00,2.8,0.4978
FCR,50,2016,2016-07-27 12:00:00,3.8,0.1927
FCR,50,2016,2016-07-27 12:00:00,5,0.02861
FCR,50,2016,2016-07-27 12:00:00,6.2,0.0019
FCR,50,2016,2016-07-27 12:00:00,8,0
FCR,50,2016,2016-07-27 12:00:00,9,0
